Kepler-228 b,Kepler-228,2.566546
Kepler-228 c,Kepler-228,4.134444
Kepler-228 d,Kepler-228,11.094286
Kepler-229 b,Kepler-229,6.252972
Kepler-229 c,Kepler-229,16.068638
Kepler-229 d,Kepler-229,41.194912
Kepler-23 b,Kepler-23,7.1073
Kepler-23 c,Kepler-23,10.7421
Kepler-23 d,Kepler-23,15.274299
Kepler-235 b,Kepler-235,3.340222
Kepler-235 c,Kepler-235,7.824904
Kepler-235 d,Kepler-235,20.060548
Kepler-235 e,Kepler-235,46.183669
Kepler-238 b,Kepler-238,2.090876
Kepler-238 c,Kepler-238,6.155557
Kepler-238 d,Kepler-238,13.233549
Kepler-238 e,Kepler-238,23.654
Kepler-238 f,Kepler-238,50.447
Kepler-24 b,Kepler-24,8.1453
Kepler-24 c,Kepler-24,12.3335
Kepler-24 d,Kepler-24,4.244384
Kepler-24 e,Kepler-24,18.998355
Kepler-244 b,Kepler-244,4.311792
Kepler-244 c,Kepler-244,9.767292
Kepler-244 d,Kepler-244,20.050401
Kepler-245 b,Kepler-245,7.49019
Kepler-245 c,Kepler-245,17.460812
Kepler-245 d,Kepler-245,36.277108
Kepler-245 e,Kepler-245,3.21982106
Kepler-247 b,Kepler-247,3.33616
Kepler-247 c,Kepler-247,9.439452
Kepler-247 d,Kepler-247,20.477912
Kepler-249 b,Kepler-249,3.306539
Kepler-249 c,Kepler-249,7.113702
Kepler-249 d,Kepler-249,15.368459
Kepler-25 b,Kepler-25,6.238297
Kepler-25 c,Kepler-25,12.7207
Kepler-25 d,Kepler-25,122.4
Kepler-250 b,Kepler-250,4.148141
Kepler-250 c,Kepler-250,7.156804
Kepler-250 d,Kepler-250,17.648312
Kepler-251 b,Kepler-251,4.790936
Kepler-251 c,Kepler-251,16.514043
Kepler-251 d,Kepler-251,30.133001
Kepler-251 e,Kepler-251,99.640161
Kepler-253 b,Kepler-253,3.783986
Kepler-253 c,Kepler-253,10.281951
Kepler-253 d,Kepler-253,18.119869
Kepler-254 b,Kepler-254,5.826662
Kepler-254 c,Kepler-254,12.412183
Kepler-254 d,Kepler-254,18.746477
Kepler-255 b,Kepler-255,5.714606
Kepler-255 c,Kepler-255,9.946047
Kepler-255 d,Kepler-255,1.04562266
Kepler-256 b,Kepler-256,1.620493
Kepler-256 c,Kepler-256,3.38802
Kepler-256 d,Kepler-256,5.839172
Kepler-256 e,Kepler-256,10.681572
Kepler-257 b,Kepler-257,2.382667
Kepler-257 c,Kepler-257,6.581484
Kepler-257 d,Kepler-257,24.664551
Kepler-26 b,Kepler-26,12.28
Kepler-26 c,Kepler-26,17.2559
Kepler-26 d,Kepler-26,3.543919
Kepler-26 e,Kepler-26,46.827915
Kepler-265 b,Kepler-265,6.846262
Kepler-265 c,Kepler-265,17.028937
Kepler-265 d,Kepler-265,43.130617
Kepler-265 e,Kepler-265,67.831024
Kepler-267 b,Kepler-267,3.353728
Kepler-267 c,Kepler-267,6.87745
Kepler-267 d,Kepler-267,28.464515
Kepler-27 b,Kepler-27,15.3348
Kepler-27 c,Kepler-27,31.3309
Kepler-27 d,Kepler-27,6.54628992
Kepler-271 b,Kepler-271,10.43547805
Kepler-271 c,Kepler-271,7.41086267
Kepler-271 d,Kepler-271,5.24972541
Kepler-272 b,Kepler-272,2.971353
Kepler-272 c,Kepler-272,6.057342
Kepler-272 d,Kepler-272,10.937304
Kepler-275 b,Kepler-275,10.300682
Kepler-275 c,Kepler-275,16.088134
Kepler-275 d,Kepler-275,35.676062
Kepler-276 b,Kepler-276,14.12841
Kepler-276 c,Kepler-276,31.884
Kepler-276 d,Kepler-276,48.648
Kepler-279 b,Kepler-279,12.309681
Kepler-279 c,Kepler-279,35.736
Kepler-279 d,Kepler-279,54.414
Kepler-281 b,Kepler-281,14.646008
Kepler-281 c,Kepler-281,36.337373
Kepler-281 d,Kepler-281,148.2720032
Kepler-282 b,Kepler-282,9.220524
Kepler-282 c,Kepler-282,13.638723
Kepler-282 d,Kepler-282,24.806
Kepler-282 e,Kepler-282,44.347
Kepler-286 b,Kepler-286,1.796302
Kepler-286 c,Kepler-286,3.468095
Kepler-286 d,Kepler-286,5.914323
Kepler-286 e,Kepler-286,29.221289
Kepler-288 b,Kepler-288,6.097326
Kepler-288 c,Kepler-288,19.305772
Kepler-288 d,Kepler-288,56.633742
Kepler-289 b,Kepler-289,34.545
Kepler-289 c,Kepler-289,125.8518
Kepler-289 d,Kepler-289,66.0634
Kepler-290 b,Kepler-290,14.589347
Kepler-290 c,Kepler-290,36.77031
Kepler-292 b,Kepler-292,2.580827
Kepler-292 c,Kepler-292,3.715335
Kepler-292 d,Kepler-292,7.055679
Kepler-292 e,Kepler-292,11.97901
Kepler-292 f,Kepler-292,20.834237
Kepler-295 b,Kepler-295,12.645164
Kepler-295 c,Kepler-295,21.526258
Kepler-295 d,Kepler-295,33.884054
Kepler-296 b,Kepler-296,10.864384
Kepler-296 c,Kepler-296,5.8416366
Kepler-296 d,Kepler-296,19.850291
